full_name,html_url,description,fork,url,events_url,assignees_url,branches_url,tags_url,languages_url,stargazers_url,contributors_url,subscribers_url,subscription_url,merges_url,downloads_url,deployments_url,created_at,updated_at,pushed_at,size,stargazers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,web_commit_signoff_required,topics,forks,open_issues,watchers,default_branch,network_count,subscribers_count,organization/login,organization/id,organization/node_id,organization/avatar_url,organization/gravatar_id,organization/url,organization/html_url,organization/followers_url,organization/following_url,organization/gists_url,organization/starred_url,organization/subscriptions_url,organization/organizations_url,organization/repos_url,organization/events_url,organization/received_events_url,organization/type,organization/user_view_type,organization/site_admin,message,documentation_url,status,commits_count,contr_count
mosessndahiro-source/means-admin,https://github.com/mosessndahiro-source/means-admin,,False,https://api.github.com/repos/mosessndahiro-source/means-admin,https://api.github.com/repos/mosessndahiro-source/means-admin/events,https://api.github.com/repos/mosessndahiro-source/means-admin/assignees{/user},https://api.github.com/repos/mosessndahiro-source/means-admin/branches{/branch},https://api.github.com/repos/mosessndahiro-source/means-admin/tags,https://api.github.com/repos/mosessndahiro-source/means-admin/languages,https://api.github.com/repos/mosessndahiro-source/means-admin/stargazers,https://api.github.com/repos/mosessndahiro-source/means-admin/contributors,https://api.github.com/repos/mosessndahiro-source/means-admin/subscribers,https://api.github.com/repos/mosessndahiro-source/means-admin/subscription,https://api.github.com/repos/mosessndahiro-source/means-admin/merges,https://api.github.com/repos/mosessndahiro-source/means-admin/downloads,https://api.github.com/repos/mosessndahiro-source/means-admin/deployments,2025-09-05T03:11:03Z,2025-09-06T06:18:44Z,2025-09-06T06:18:41Z,3907.0,0.0,TypeScript,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9.0,1
codefordenver/Comrad,https://github.com/codefordenver/Comrad,"Open-source web application for radio stations to manage show schedules, traffic and compliance",False,https://api.github.com/repos/codefordenver/Comrad,https://api.github.com/repos/codefordenver/Comrad/events,https://api.github.com/repos/codefordenver/Comrad/assignees{/user},https://api.github.com/repos/codefordenver/Comrad/branches{/branch},https://api.github.com/repos/codefordenver/Comrad/tags,https://api.github.com/repos/codefordenver/Comrad/languages,https://api.github.com/repos/codefordenver/Comrad/stargazers,https://api.github.com/repos/codefordenver/Comrad/contributors,https://api.github.com/repos/codefordenver/Comrad/subscribers,https://api.github.com/repos/codefordenver/Comrad/subscription,https://api.github.com/repos/codefordenver/Comrad/merges,https://api.github.com/repos/codefordenver/Comrad/downloads,https://api.github.com/repos/codefordenver/Comrad/deployments,2018-06-12T02:51:15Z,2025-07-25T16:27:50Z,2025-08-01T17:25:27Z,52549.0,25.0,JavaScript,True,True,True,False,False,False,9.0,,False,False,90.0,False,"['code-for-america', 'code-for-denver', 'community-radio', 'process-improvement']",9.0,90.0,25.0,main,9.0,22.0,codefordenver,7472092.0,MDEyOk9yZ2FuaXphdGlvbjc0NzIwOTI=,https://avatars.githubusercontent.com/u/7472092?v=4,,https://api.github.com/users/codefordenver,https://github.com/codefordenver,https://api.github.com/users/codefordenver/followers,https://api.github.com/users/codefordenver/following{/other_user},https://api.github.com/users/codefordenver/gists{/gist_id},https://api.github.com/users/codefordenver/starred{/owner}{/repo},https://api.github.com/users/codefordenver/subscriptions,https://api.github.com/users/codefordenver/orgs,https://api.github.com/users/codefordenver/repos,https://api.github.com/users/codefordenver/events{/privacy},https://api.github.com/users/codefordenver/received_events,Organization,public,False,,,,2408.0,18
BlenderWang/strapi-gatsby-site,https://github.com/BlenderWang/strapi-gatsby-site,,False,https://api.github.com/repos/BlenderWang/strapi-gatsby-site,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/events,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/assignees{/user},https://api.github.com/repos/BlenderWang/strapi-gatsby-site/branches{/branch},https://api.github.com/repos/BlenderWang/strapi-gatsby-site/tags,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/languages,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/stargazers,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/contributors,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/subscribers,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/subscription,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/merges,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/downloads,https://api.github.com/repos/BlenderWang/strapi-gatsby-site/deployments,2019-12-21T21:16:56Z,2025-08-14T07:40:13Z,2025-09-24T19:13:16Z,3124.0,0.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,6.0,False,[],0.0,6.0,0.0,master,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,19.0,2
anac2828/trillo,https://github.com/anac2828/trillo,,False,https://api.github.com/repos/anac2828/trillo,https://api.github.com/repos/anac2828/trillo/events,https://api.github.com/repos/anac2828/trillo/assignees{/user},https://api.github.com/repos/anac2828/trillo/branches{/branch},https://api.github.com/repos/anac2828/trillo/tags,https://api.github.com/repos/anac2828/trillo/languages,https://api.github.com/repos/anac2828/trillo/stargazers,https://api.github.com/repos/anac2828/trillo/contributors,https://api.github.com/repos/anac2828/trillo/subscribers,https://api.github.com/repos/anac2828/trillo/subscription,https://api.github.com/repos/anac2828/trillo/merges,https://api.github.com/repos/anac2828/trillo/downloads,https://api.github.com/repos/anac2828/trillo/deployments,2023-02-23T20:54:05Z,2025-08-09T00:40:23Z,2025-08-09T00:40:19Z,15094.0,0.0,SCSS,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,master,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,8.0,1
richierome/Portfolio,https://github.com/richierome/Portfolio,Updated Portfolio,False,https://api.github.com/repos/richierome/Portfolio,https://api.github.com/repos/richierome/Portfolio/events,https://api.github.com/repos/richierome/Portfolio/assignees{/user},https://api.github.com/repos/richierome/Portfolio/branches{/branch},https://api.github.com/repos/richierome/Portfolio/tags,https://api.github.com/repos/richierome/Portfolio/languages,https://api.github.com/repos/richierome/Portfolio/stargazers,https://api.github.com/repos/richierome/Portfolio/contributors,https://api.github.com/repos/richierome/Portfolio/subscribers,https://api.github.com/repos/richierome/Portfolio/subscription,https://api.github.com/repos/richierome/Portfolio/merges,https://api.github.com/repos/richierome/Portfolio/downloads,https://api.github.com/repos/richierome/Portfolio/deployments,2019-09-26T23:23:36Z,2025-09-29T11:19:53Z,2025-09-29T11:19:50Z,19333.0,0.0,CSS,True,True,True,True,True,False,0.0,,False,False,15.0,False,[],0.0,15.0,0.0,master,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,73.0,1
naren18072005/glow24-,https://github.com/naren18072005/glow24-,,False,https://api.github.com/repos/naren18072005/glow24-,https://api.github.com/repos/naren18072005/glow24-/events,https://api.github.com/repos/naren18072005/glow24-/assignees{/user},https://api.github.com/repos/naren18072005/glow24-/branches{/branch},https://api.github.com/repos/naren18072005/glow24-/tags,https://api.github.com/repos/naren18072005/glow24-/languages,https://api.github.com/repos/naren18072005/glow24-/stargazers,https://api.github.com/repos/naren18072005/glow24-/contributors,https://api.github.com/repos/naren18072005/glow24-/subscribers,https://api.github.com/repos/naren18072005/glow24-/subscription,https://api.github.com/repos/naren18072005/glow24-/merges,https://api.github.com/repos/naren18072005/glow24-/downloads,https://api.github.com/repos/naren18072005/glow24-/deployments,2025-03-12T06:34:20Z,2025-07-27T17:01:06Z,2025-07-27T17:01:02Z,2762.0,0.0,TypeScript,True,True,True,False,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,78.0,1
hlsitechio/flexioapp,https://github.com/hlsitechio/flexioapp,,False,https://api.github.com/repos/hlsitechio/flexioapp,https://api.github.com/repos/hlsitechio/flexioapp/events,https://api.github.com/repos/hlsitechio/flexioapp/assignees{/user},https://api.github.com/repos/hlsitechio/flexioapp/branches{/branch},https://api.github.com/repos/hlsitechio/flexioapp/tags,https://api.github.com/repos/hlsitechio/flexioapp/languages,https://api.github.com/repos/hlsitechio/flexioapp/stargazers,https://api.github.com/repos/hlsitechio/flexioapp/contributors,https://api.github.com/repos/hlsitechio/flexioapp/subscribers,https://api.github.com/repos/hlsitechio/flexioapp/subscription,https://api.github.com/repos/hlsitechio/flexioapp/merges,https://api.github.com/repos/hlsitechio/flexioapp/downloads,https://api.github.com/repos/hlsitechio/flexioapp/deployments,2025-08-07T16:13:55Z,2025-08-19T10:32:23Z,2025-09-09T21:38:29Z,6101.0,0.0,TypeScript,True,True,True,False,False,False,0.0,,False,False,1.0,False,[],0.0,1.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,702.0,1
shubhamsd878/swagZinn-frontend-NextJS,https://github.com/shubhamsd878/swagZinn-frontend-NextJS,Previously created in React JS. Now migrated to Next JS.,False,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/events,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/assignees{/user},https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/branches{/branch},https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/tags,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/languages,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/stargazers,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/contributors,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/subscribers,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/subscription,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/merges,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/downloads,https://api.github.com/repos/shubhamsd878/swagZinn-frontend-NextJS/deployments,2025-09-07T15:59:41Z,2025-09-20T13:17:57Z,2025-09-20T13:17:54Z,557.0,0.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,14.0,1
DLC-engineering-s-r-o/dlc,https://github.com/DLC-engineering-s-r-o/dlc,Public website for dlc.cz,False,https://api.github.com/repos/DLC-engineering-s-r-o/dlc,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/events,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/assignees{/user},https://api.github.com/repos/DLC-engineering-s-r-o/dlc/branches{/branch},https://api.github.com/repos/DLC-engineering-s-r-o/dlc/tags,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/languages,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/stargazers,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/contributors,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/subscribers,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/subscription,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/merges,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/downloads,https://api.github.com/repos/DLC-engineering-s-r-o/dlc/deployments,2022-03-01T06:35:30Z,2025-08-29T11:48:03Z,2025-08-29T11:47:59Z,3964.0,0.0,SCSS,True,True,True,True,True,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,1.0,DLC-engineering-s-r-o,98393376.0,O_kgDOBd1dIA,https://avatars.githubusercontent.com/u/98393376?v=4,,https://api.github.com/users/DLC-engineering-s-r-o,https://github.com/DLC-engineering-s-r-o,https://api.github.com/users/DLC-engineering-s-r-o/followers,https://api.github.com/users/DLC-engineering-s-r-o/following{/other_user},https://api.github.com/users/DLC-engineering-s-r-o/gists{/gist_id},https://api.github.com/users/DLC-engineering-s-r-o/starred{/owner}{/repo},https://api.github.com/users/DLC-engineering-s-r-o/subscriptions,https://api.github.com/users/DLC-engineering-s-r-o/orgs,https://api.github.com/users/DLC-engineering-s-r-o/repos,https://api.github.com/users/DLC-engineering-s-r-o/events{/privacy},https://api.github.com/users/DLC-engineering-s-r-o/received_events,Organization,public,False,,,,84.0,2
parjanyaacoder/Digi_classes,https://github.com/parjanyaacoder/Digi_classes,,False,https://api.github.com/repos/parjanyaacoder/Digi_classes,https://api.github.com/repos/parjanyaacoder/Digi_classes/events,https://api.github.com/repos/parjanyaacoder/Digi_classes/assignees{/user},https://api.github.com/repos/parjanyaacoder/Digi_classes/branches{/branch},https://api.github.com/repos/parjanyaacoder/Digi_classes/tags,https://api.github.com/repos/parjanyaacoder/Digi_classes/languages,https://api.github.com/repos/parjanyaacoder/Digi_classes/stargazers,https://api.github.com/repos/parjanyaacoder/Digi_classes/contributors,https://api.github.com/repos/parjanyaacoder/Digi_classes/subscribers,https://api.github.com/repos/parjanyaacoder/Digi_classes/subscription,https://api.github.com/repos/parjanyaacoder/Digi_classes/merges,https://api.github.com/repos/parjanyaacoder/Digi_classes/downloads,https://api.github.com/repos/parjanyaacoder/Digi_classes/deployments,2025-08-24T16:09:20Z,2025-08-24T17:35:03Z,2025-08-24T17:25:35Z,5882.0,0.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,master,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1
onokje/rocketfactory,https://github.com/onokje/rocketfactory,Webbased game written in react,False,https://api.github.com/repos/onokje/rocketfactory,https://api.github.com/repos/onokje/rocketfactory/events,https://api.github.com/repos/onokje/rocketfactory/assignees{/user},https://api.github.com/repos/onokje/rocketfactory/branches{/branch},https://api.github.com/repos/onokje/rocketfactory/tags,https://api.github.com/repos/onokje/rocketfactory/languages,https://api.github.com/repos/onokje/rocketfactory/stargazers,https://api.github.com/repos/onokje/rocketfactory/contributors,https://api.github.com/repos/onokje/rocketfactory/subscribers,https://api.github.com/repos/onokje/rocketfactory/subscription,https://api.github.com/repos/onokje/rocketfactory/merges,https://api.github.com/repos/onokje/rocketfactory/downloads,https://api.github.com/repos/onokje/rocketfactory/deployments,2019-01-16T19:43:17Z,2025-07-29T10:06:34Z,2025-08-21T16:13:05Z,5476.0,0.0,JavaScript,True,True,True,True,True,False,0.0,,False,False,2.0,False,[],0.0,2.0,0.0,master,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,100.0,2
ember-learn/ember-api-docs,https://github.com/ember-learn/ember-api-docs,Ember API Docs viewer,False,https://api.github.com/repos/ember-learn/ember-api-docs,https://api.github.com/repos/ember-learn/ember-api-docs/events,https://api.github.com/repos/ember-learn/ember-api-docs/assignees{/user},https://api.github.com/repos/ember-learn/ember-api-docs/branches{/branch},https://api.github.com/repos/ember-learn/ember-api-docs/tags,https://api.github.com/repos/ember-learn/ember-api-docs/languages,https://api.github.com/repos/ember-learn/ember-api-docs/stargazers,https://api.github.com/repos/ember-learn/ember-api-docs/contributors,https://api.github.com/repos/ember-learn/ember-api-docs/subscribers,https://api.github.com/repos/ember-learn/ember-api-docs/subscription,https://api.github.com/repos/ember-learn/ember-api-docs/merges,https://api.github.com/repos/ember-learn/ember-api-docs/downloads,https://api.github.com/repos/ember-learn/ember-api-docs/deployments,2015-12-07T15:20:14Z,2025-09-16T19:49:24Z,2025-09-16T19:49:34Z,8226.0,74.0,JavaScript,True,True,True,False,True,False,112.0,,False,False,58.0,False,"['api-documentation', 'ember', 'emberjs', 'hacktoberfest']",112.0,58.0,74.0,main,112.0,15.0,ember-learn,18540472.0,MDEyOk9yZ2FuaXphdGlvbjE4NTQwNDcy,https://avatars.githubusercontent.com/u/18540472?v=4,,https://api.github.com/users/ember-learn,https://github.com/ember-learn,https://api.github.com/users/ember-learn/followers,https://api.github.com/users/ember-learn/following{/other_user},https://api.github.com/users/ember-learn/gists{/gist_id},https://api.github.com/users/ember-learn/starred{/owner}{/repo},https://api.github.com/users/ember-learn/subscriptions,https://api.github.com/users/ember-learn/orgs,https://api.github.com/users/ember-learn/repos,https://api.github.com/users/ember-learn/events{/privacy},https://api.github.com/users/ember-learn/received_events,Organization,public,False,,,,1335.0,30
asmdip12/Mission-Parivartan-3,https://github.com/asmdip12/Mission-Parivartan-3,,False,https://api.github.com/repos/asmdip12/Mission-Parivartan-3,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/events,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/assignees{/user},https://api.github.com/repos/asmdip12/Mission-Parivartan-3/branches{/branch},https://api.github.com/repos/asmdip12/Mission-Parivartan-3/tags,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/languages,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/stargazers,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/contributors,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/subscribers,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/subscription,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/merges,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/downloads,https://api.github.com/repos/asmdip12/Mission-Parivartan-3/deployments,2025-08-06T18:05:02Z,2025-08-24T07:44:14Z,2025-08-24T07:44:11Z,68916.0,0.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,20.0,1
sonalashr/fsl-develops-challenge,https://github.com/sonalashr/fsl-develops-challenge,,False,https://api.github.com/repos/sonalashr/fsl-develops-challenge,https://api.github.com/repos/sonalashr/fsl-develops-challenge/events,https://api.github.com/repos/sonalashr/fsl-develops-challenge/assignees{/user},https://api.github.com/repos/sonalashr/fsl-develops-challenge/branches{/branch},https://api.github.com/repos/sonalashr/fsl-develops-challenge/tags,https://api.github.com/repos/sonalashr/fsl-develops-challenge/languages,https://api.github.com/repos/sonalashr/fsl-develops-challenge/stargazers,https://api.github.com/repos/sonalashr/fsl-develops-challenge/contributors,https://api.github.com/repos/sonalashr/fsl-develops-challenge/subscribers,https://api.github.com/repos/sonalashr/fsl-develops-challenge/subscription,https://api.github.com/repos/sonalashr/fsl-develops-challenge/merges,https://api.github.com/repos/sonalashr/fsl-develops-challenge/downloads,https://api.github.com/repos/sonalashr/fsl-develops-challenge/deployments,2025-09-08T16:59:40Z,2025-09-09T18:04:24Z,2025-10-15T15:34:08Z,481.0,0.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,devel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,39.0,1
NathanScott85/imperatus-accounting,https://github.com/NathanScott85/imperatus-accounting,Accounting software,False,https://api.github.com/repos/NathanScott85/imperatus-accounting,https://api.github.com/repos/NathanScott85/imperatus-accounting/events,https://api.github.com/repos/NathanScott85/imperatus-accounting/assignees{/user},https://api.github.com/repos/NathanScott85/imperatus-accounting/branches{/branch},https://api.github.com/repos/NathanScott85/imperatus-accounting/tags,https://api.github.com/repos/NathanScott85/imperatus-accounting/languages,https://api.github.com/repos/NathanScott85/imperatus-accounting/stargazers,https://api.github.com/repos/NathanScott85/imperatus-accounting/contributors,https://api.github.com/repos/NathanScott85/imperatus-accounting/subscribers,https://api.github.com/repos/NathanScott85/imperatus-accounting/subscription,https://api.github.com/repos/NathanScott85/imperatus-accounting/merges,https://api.github.com/repos/NathanScott85/imperatus-accounting/downloads,https://api.github.com/repos/NathanScott85/imperatus-accounting/deployments,2025-09-05T20:06:55Z,2025-09-14T14:15:06Z,2025-09-14T14:15:03Z,138823.0,0.0,JavaScript,True,True,True,False,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,master,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,32.0,2
fredLamonica/smarkets-small,https://github.com/fredLamonica/smarkets-small,,False,https://api.github.com/repos/fredLamonica/smarkets-small,https://api.github.com/repos/fredLamonica/smarkets-small/events,https://api.github.com/repos/fredLamonica/smarkets-small/assignees{/user},https://api.github.com/repos/fredLamonica/smarkets-small/branches{/branch},https://api.github.com/repos/fredLamonica/smarkets-small/tags,https://api.github.com/repos/fredLamonica/smarkets-small/languages,https://api.github.com/repos/fredLamonica/smarkets-small/stargazers,https://api.github.com/repos/fredLamonica/smarkets-small/contributors,https://api.github.com/repos/fredLamonica/smarkets-small/subscribers,https://api.github.com/repos/fredLamonica/smarkets-small/subscription,https://api.github.com/repos/fredLamonica/smarkets-small/merges,https://api.github.com/repos/fredLamonica/smarkets-small/downloads,https://api.github.com/repos/fredLamonica/smarkets-small/deployments,2025-09-10T16:34:22Z,2025-09-10T17:32:04Z,2025-09-10T17:32:01Z,2081.0,0.0,HTML,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,2
PraisesAmaiyo/Apex-Analytics-Limited,https://github.com/PraisesAmaiyo/Apex-Analytics-Limited,,False,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/events,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/assignees{/user},https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/branches{/branch},https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/tags,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/languages,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/stargazers,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/contributors,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/subscribers,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/subscription,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/merges,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/downloads,https://api.github.com/repos/PraisesAmaiyo/Apex-Analytics-Limited/deployments,2025-08-16T12:55:35Z,2025-10-09T10:40:08Z,2025-10-09T10:40:04Z,37160.0,0.0,HTML,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,56.0,1
alfahami/html-css-sass,https://github.com/alfahami/html-css-sass,Notes from Brad Traversy Modern HTML & CSS From The Begining (including SASS) UDEMY Courses.,False,https://api.github.com/repos/alfahami/html-css-sass,https://api.github.com/repos/alfahami/html-css-sass/events,https://api.github.com/repos/alfahami/html-css-sass/assignees{/user},https://api.github.com/repos/alfahami/html-css-sass/branches{/branch},https://api.github.com/repos/alfahami/html-css-sass/tags,https://api.github.com/repos/alfahami/html-css-sass/languages,https://api.github.com/repos/alfahami/html-css-sass/stargazers,https://api.github.com/repos/alfahami/html-css-sass/contributors,https://api.github.com/repos/alfahami/html-css-sass/subscribers,https://api.github.com/repos/alfahami/html-css-sass/subscription,https://api.github.com/repos/alfahami/html-css-sass/merges,https://api.github.com/repos/alfahami/html-css-sass/downloads,https://api.github.com/repos/alfahami/html-css-sass/deployments,2019-12-21T18:20:46Z,2025-07-29T11:00:24Z,2025-07-29T11:02:35Z,32546.0,3.0,HTML,True,True,True,True,False,False,0.0,,False,False,3.0,False,"['css-grid', 'css3', 'flexbox', 'html5', 'sass']",0.0,3.0,3.0,master,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,57.0,2
ZuzanaOchmanova/my-static-web-app-and-api,https://github.com/ZuzanaOchmanova/my-static-web-app-and-api,Microsoft learn app,False,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/events,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/assignees{/user},https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/branches{/branch},https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/tags,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/languages,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/stargazers,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/contributors,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/subscribers,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/subscription,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/merges,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/downloads,https://api.github.com/repos/ZuzanaOchmanova/my-static-web-app-and-api/deployments,2025-08-18T20:41:45Z,2025-08-18T22:45:51Z,2025-08-18T22:45:47Z,621.0,0.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,1
apache/atlas,https://github.com/apache/atlas,Apache Atlas - Open Metadata Management and Governance capabilities across the Hadoop platform and beyond,False,https://api.github.com/repos/apache/atlas,https://api.github.com/repos/apache/atlas/events,https://api.github.com/repos/apache/atlas/assignees{/user},https://api.github.com/repos/apache/atlas/branches{/branch},https://api.github.com/repos/apache/atlas/tags,https://api.github.com/repos/apache/atlas/languages,https://api.github.com/repos/apache/atlas/stargazers,https://api.github.com/repos/apache/atlas/contributors,https://api.github.com/repos/apache/atlas/subscribers,https://api.github.com/repos/apache/atlas/subscription,https://api.github.com/repos/apache/atlas/merges,https://api.github.com/repos/apache/atlas/downloads,https://api.github.com/repos/apache/atlas/deployments,2017-07-22T07:00:08Z,2025-11-10T02:44:48Z,2025-10-24T20:21:11Z,70837.0,2021.0,Java,False,True,True,False,False,False,898.0,,False,False,102.0,False,"['apache', 'atlas', 'docker', 'graphdb', 'java', 'javascript', 'python']",898.0,102.0,2021.0,master,898.0,72.0,apache,47359.0,MDEyOk9yZ2FuaXphdGlvbjQ3MzU5,https://avatars.githubusercontent.com/u/47359?v=4,,https://api.github.com/users/apache,https://github.com/apache,https://api.github.com/users/apache/followers,https://api.github.com/users/apache/following{/other_user},https://api.github.com/users/apache/gists{/gist_id},https://api.github.com/users/apache/starred{/owner}{/repo},https://api.github.com/users/apache/subscriptions,https://api.github.com/users/apache/orgs,https://api.github.com/users/apache/repos,https://api.github.com/users/apache/events{/privacy},https://api.github.com/users/apache/received_events,Organization,public,False,,,,4021.0,30
funmaker/JanuszV2,https://github.com/funmaker/JanuszV2,Multifunctional Chat Bot - Janusz V2,False,https://api.github.com/repos/funmaker/JanuszV2,https://api.github.com/repos/funmaker/JanuszV2/events,https://api.github.com/repos/funmaker/JanuszV2/assignees{/user},https://api.github.com/repos/funmaker/JanuszV2/branches{/branch},https://api.github.com/repos/funmaker/JanuszV2/tags,https://api.github.com/repos/funmaker/JanuszV2/languages,https://api.github.com/repos/funmaker/JanuszV2/stargazers,https://api.github.com/repos/funmaker/JanuszV2/contributors,https://api.github.com/repos/funmaker/JanuszV2/subscribers,https://api.github.com/repos/funmaker/JanuszV2/subscription,https://api.github.com/repos/funmaker/JanuszV2/merges,https://api.github.com/repos/funmaker/JanuszV2/downloads,https://api.github.com/repos/funmaker/JanuszV2/deployments,2018-02-28T15:28:11Z,2025-09-30T01:25:20Z,2025-09-30T01:25:22Z,8453.0,4.0,JavaScript,True,True,True,True,False,False,1.0,,False,False,0.0,False,[],1.0,0.0,4.0,master,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,164.0,2
